Device ID,events,Harsh Acceleration event,Harsh Branking event,Over Speed event,Usage Anual Range
867162027461847,151,63,88,0,0 a 12k
867162026067058,162,63,99,0,0 a 12k
867162027524768,185,63,122,0,0 a 12k
867162025616095,291,63,228,0,0 a 12k
867162027210913,85,64,21,0,0 a 12k
867162025624800,90,64,26,0,0 a 12k
867162026877696,90,64,26,0,0 a 12k
867162027442557,91,64,27,0,0 a 12k
867162025669433,92,64,28,0,0 a 12k
867162026010850,92,64,28,0,0 a 12k
867162027445840,92,64,28,0,0 a 12k
867162027439025,93,64,29,0,0 a 12k
867162025720749,101,64,37,0,0 a 12k
867162027430842,101,64,37,0,0 a 12k
867162027445576,101,64,37,0,0 a 12k
867162027465087,102,64,38,0,0 a 12k
867162026018358,106,64,42,0,0 a 12k
867162027459155,114,64,50,0,0 a 12k
867162027205293,118,64,54,0,0 a 12k
867162025625021,121,64,57,0,0 a 12k
867162026854430,122,64,58,0,0 a 12k
867162026074831,124,64,60,0,0 a 12k
867162026904565,141,64,77,0,0 a 12k
867162027443308,147,64,83,0,0 a 12k
867162025728809,158,64,94,0,0 a 12k
867162026068627,163,64,99,0,0 a 12k
867162027464932,179,64,115,0,0 a 12k
867162025732389,78,65,13,0,0 a 12k
867162027503622,83,65,18,0,0 a 12k
867162025627951,90,65,25,0,0 a 12k
867162027448653,95,65,30,0,0 a 12k
867162026905174,96,65,31,0,0 a 12k
867162027173624,98,65,33,0,0 a 12k
867162025657099,104,65,39,0,0 a 12k
867162025749698,104,65,39,0,0 a 12k
867162027462449,108,65,43,0,0 a 12k
867162027442490,108,65,43,0,0 a 12k
867162025748823,119,65,54,0,0 a 12k
867162025704008,144,65,79,0,0 a 12k
867162027463231,144,65,79,0,0 a 12k
867162026855676,167,65,102,0,0 a 12k
867162027212984,179,65,114,0,0 a 12k
867162026849414,182,65,117,0,0 a 12k
867162027196674,184,65,119,0,0 a 12k
867162025736448,201,65,136,0,0 a 12k
867162025610981,205,65,140,0,0 a 12k
867162026075093,86,66,20,0,0 a 12k
867162026036053,89,66,23,0,0 a 12k
867162025613068,89,66,23,0,0 a 12k
867162025729377,90,66,24,0,0 a 12k
867162027466655,91,66,25,0,0 a 12k
867162027458694,101,66,35,0,0 a 12k
867162027430024,102,66,36,0,0 a 12k
867162027186550,104,66,38,0,0 a 12k
867162025617739,112,66,46,0,0 a 12k
867162027441898,113,66,47,0,0 a 12k
867162025691403,115,66,49,0,0 a 12k
867162025623752,118,66,52,0,0 a 12k
867162025727520,140,66,74,0,0 a 12k
867162027209949,141,66,75,0,0 a 12k
867162026023119,142,66,76,0,0 a 12k
867162025709635,144,66,78,0,0 a 12k
867162027464056,149,66,83,0,0 a 12k
867162026080804,162,66,96,0,0 a 12k
867162027456318,78,67,11,0,0 a 12k
867162025732330,83,67,16,0,0 a 12k
867162026043307,95,67,28,0,0 a 12k
867162027379619,96,67,29,0,0 a 12k
867162027473578,97,67,30,0,0 a 12k
867162027477421,105,67,38,0,0 a 12k
867162027168327,106,67,39,0,0 a 12k
867162027185826,112,67,45,0,0 a 12k
867162025600024,114,67,47,0,0 a 12k
867162026930289,114,67,47,0,0 a 12k
867162027532720,117,67,50,0,0 a 12k
867162026001917,133,67,66,0,0 a 12k
867162027507276,133,67,66,0,0 a 12k
867162027440981,135,67,68,0,0 a 12k
867162026894022,144,67,77,0,0 a 12k
867162026012591,175,67,108,0,0 a 12k
867162027531151,181,67,114,0,0 a 12k
867162026894469,184,67,117,0,0 a 12k
867162027441237,186,67,119,0,0 a 12k
867162025744145,209,67,142,0,0 a 12k
867162025755430,225,67,158,0,0 a 12k
867162027536028,229,67,162,0,0 a 12k
867162027441278,81,68,13,0,0 a 12k
867162027445139,94,68,26,0,0 a 12k
867162026014423,97,68,29,0,0 a 12k
867162026894600,99,68,31,0,0 a 12k
867162025590423,100,68,32,0,0 a 12k
867162026022749,104,68,36,0,0 a 12k
867162025632217,106,68,38,0,0 a 12k
867162026058982,106,68,38,0,0 a 12k
867162026840454,106,68,38,0,0 a 12k
867162027444363,109,68,41,0,0 a 12k
867162027458280,112,68,44,0,0 a 12k
867162026882019,121,68,53,0,0 a 12k
867162025744301,122,68,54,0,0 a 12k
867162025675695,123,68,55,0,0 a 12k
867162027439405,128,68,60,0,0 a 12k
867162026072959,132,68,64,0,0 a 12k
867162025679507,136,68,68,0,0 a 12k
867162026012062,139,68,71,0,0 a 12k
867162026893503,142,68,74,0,0 a 12k
867162025694514,163,68,95,0,0 a 12k
867162025593179,182,68,114,0,0 a 12k
867162027443886,282,68,214,0,0 a 12k
867162027452481,91,69,22,0,0 a 12k
867162026061259,101,69,32,0,0 a 12k
867162026049502,103,69,34,0,0 a 12k
867162026835959,107,69,38,0,0 a 12k
867162025686643,107,69,38,0,0 a 12k
867162025746850,111,69,42,0,0 a 12k
867162025681156,116,69,47,0,0 a 12k
867162027174556,118,69,49,0,0 a 12k
867162025633900,122,69,53,0,0 a 12k
867162027444975,122,69,53,0,0 a 12k
867162025615659,129,69,60,0,0 a 12k
867162027452812,132,69,63,0,0 a 12k
867162027456219,137,69,68,0,0 a 12k
867162027457837,138,69,69,0,0 a 12k
867162027459817,145,69,76,0,0 a 12k
867162025747965,146,69,77,0,0 a 12k
867162025631375,149,69,80,0,0 a 12k
867162027464114,150,69,81,0,0 a 12k
867162027450907,157,69,88,0,0 a 12k
867162025683798,176,69,107,0,0 a 12k
867162026015727,202,69,133,0,0 a 12k
867162027205483,278,69,209,0,0 a 12k
867162027446053,313,69,244,0,0 a 12k
867162026062919,81,70,11,0,0 a 12k
867162026921767,93,70,23,0,0 a 12k
867162025701756,93,70,23,0,0 a 12k
867162025727082,97,70,27,0,0 a 12k
867162025634130,105,70,35,0,0 a 12k
867162026061820,111,70,41,0,0 a 12k
867162025708470,113,70,43,0,0 a 12k
867162025603390,135,70,65,0,0 a 12k
867162027439504,138,70,68,0,0 a 12k
867162025596495,151,70,81,0,0 a 12k
867162025728312,159,70,89,0,0 a 12k
867162027465343,186,70,116,0,0 a 12k
867162025689142,194,70,124,0,0 a 12k
867162026837765,269,70,199,0,0 a 12k
867162027458959,87,71,16,0,0 a 12k
867162027197292,89,71,18,0,0 a 12k
867162027446624,89,71,18,0,0 a 12k
867162026877704,106,71,35,0,0 a 12k
867162025661471,106,71,35,0,0 a 12k
867162027430685,108,71,37,0,0 a 12k
867162027445519,111,71,40,0,0 a 12k
867162025631698,114,71,43,0,0 a 12k
867162027449339,115,71,44,0,0 a 12k
867162026022715,115,71,44,0,0 a 12k
867162025674201,123,71,52,0,0 a 12k
867162025599002,139,71,68,0,0 a 12k
867162025625179,154,71,83,0,0 a 12k
867162027433937,163,71,92,0,0 a 12k
867162026081430,165,71,94,0,0 a 12k
867162025697475,177,71,106,0,0 a 12k
867162027438738,179,71,108,0,0 a 12k
867162025704842,183,71,112,0,0 a 12k
867162026902551,200,71,129,0,0 a 12k
867162025753260,89,72,17,0,0 a 12k
867162026899211,92,72,20,0,0 a 12k
867162027435825,95,72,23,0,0 a 12k
867162027462514,98,72,26,0,0 a 12k
867162027207968,98,72,26,0,0 a 12k
867162025686676,100,72,28,0,0 a 12k
867162025714262,108,72,36,0,0 a 12k
867162025709627,112,72,40,0,0 a 12k
867162027180454,115,72,43,0,0 a 12k
867162027452507,115,72,43,0,0 a 12k
867162025726118,122,72,50,0,0 a 12k
867162026038695,128,72,56,0,0 a 12k
867162026060467,129,72,57,0,0 a 12k
867162025747122,142,72,70,0,0 a 12k
867162025724535,145,72,73,0,0 a 12k
867162025734534,153,72,81,0,0 a 12k
867162027442433,166,72,94,0,0 a 12k
867162025695016,212,72,140,0,0 a 12k
867162026074724,427,72,355,0,0 a 12k
867162025674714,84,73,11,0,0 a 12k
867162027447036,88,73,15,0,0 a 12k
867162027439850,88,73,15,0,0 a 12k
867162025669763,97,73,24,0,0 a 12k
867162025751504,102,73,29,0,0 a 12k
867162025728692,103,73,30,0,0 a 12k
867162026011049,103,73,30,0,0 a 12k
867162025593013,106,73,33,0,0 a 12k
867162027183672,114,73,41,0,0 a 12k
867162025756552,115,73,42,0,0 a 12k
867162025632746,132,73,59,0,0 a 12k
867162025721374,138,73,65,0,0 a 12k
867162027475920,138,73,65,0,0 a 12k
867162027543719,141,73,68,0,0 a 12k
867162025630112,146,73,73,0,0 a 12k
867162025690462,148,73,75,0,0 a 12k
867162026051458,158,73,85,0,0 a 12k
867162026060202,164,73,91,0,0 a 12k
867162027449594,169,73,96,0,0 a 12k
867162025631318,97,74,23,0,0 a 12k
867162026007500,103,74,29,0,0 a 12k
867162025663535,107,74,33,0,0 a 12k
867162026009142,109,74,35,0,0 a 12k
867162026894089,112,74,38,0,0 a 12k
867162027180850,112,74,38,0,0 a 12k
867162027464916,118,74,44,0,0 a 12k
867162027435668,120,74,46,0,0 a 12k
867162027442219,121,74,47,0,0 a 12k
867162026009050,126,74,52,0,0 a 12k
867162027438944,132,74,58,0,0 a 12k
867162025731548,135,74,61,0,0 a 12k
867162025698044,136,74,62,0,0 a 12k
867162027533645,140,74,66,0,0 a 12k
867162027196450,144,74,70,0,0 a 12k
867162026053025,145,74,71,0,0 a 12k
867162027175355,160,74,86,0,0 a 12k
867162025723016,161,74,87,0,0 a 12k
867162027441955,162,74,88,0,0 a 12k
867162026002816,163,74,89,0,0 a 12k
867162027443613,164,74,90,0,0 a 12k
867162026048777,171,74,97,0,0 a 12k
867162027451186,174,74,100,0,0 a 12k
867162027461425,191,74,117,0,0 a 12k
867162027447986,84,75,9,0,0 a 12k
867162025697335,101,75,26,0,0 a 12k
867162025680224,105,75,30,0,0 a 12k
867162025631086,115,75,40,0,0 a 12k
867162027426147,118,75,43,0,0 a 12k
867162027164912,119,75,44,0,0 a 12k
867162027195668,119,75,44,0,0 a 12k
867162026013938,120,75,45,0,0 a 12k
867162026901066,121,75,46,0,0 a 12k
867162027456292,125,75,50,0,0 a 12k
867162025692658,129,75,54,0,0 a 12k
867162027438662,130,75,55,0,0 a 12k
867162025755299,133,75,58,0,0 a 12k
867162026023903,133,75,58,0,0 a 12k
867162027443415,133,75,58,0,0 a 12k
867162027190222,144,75,69,0,0 a 12k
867162026883405,149,75,74,0,0 a 12k
867162027445261,171,75,96,0,0 a 12k
867162027524016,182,75,107,0,0 a 12k
867162025744079,190,75,115,0,0 a 12k
867162025626763,291,75,216,0,0 a 12k
867162027441732,315,75,240,0,0 a 12k
867162027166859,99,76,23,0,0 a 12k
867162026050518,111,76,35,0,0 a 12k
867162027455252,136,76,60,0,0 a 12k
867162027211119,143,76,67,0,0 a 12k
867162027434190,153,76,77,0,0 a 12k
867162027441476,154,76,78,0,0 a 12k
867162027448414,202,76,126,0,0 a 12k
867162027189695,206,76,130,0,0 a 12k
867162025653569,211,76,135,0,0 a 12k
867162025734500,227,76,151,0,0 a 12k
867162026892570,232,76,156,0,0 a 12k
867162027442367,483,76,407,0,0 a 12k
867162027535459,103,77,26,0,0 a 12k
867162025727041,108,77,31,0,0 a 12k
867162027537695,111,77,34,0,0 a 12k
867162027176775,112,77,35,0,0 a 12k
867162026012807,116,77,39,0,0 a 12k
867162026012955,117,77,40,0,0 a 12k
867162027450170,119,77,42,0,0 a 12k
867162027163880,122,77,45,0,0 a 12k
867162027456573,122,77,45,0,0 a 12k
867162027426592,126,77,49,0,0 a 12k
867162027448299,128,77,51,0,0 a 12k
867162025633389,143,77,66,0,0 a 12k
867162027439934,163,77,86,0,0 a 12k
867162027458074,165,77,88,0,0 a 12k
867162027460427,173,77,96,0,0 a 12k
867162027449412,186,77,109,0,0 a 12k
867162026048637,211,77,134,0,0 a 12k
867162025625302,217,77,140,0,0 a 12k
867162026071548,238,77,161,0,0 a 12k
867162026067579,251,77,174,0,0 a 12k
867162027453810,268,77,191,0,0 a 12k
867162025735408,114,78,36,0,0 a 12k
867162026909168,122,78,44,0,0 a 12k
867162025591546,124,78,46,0,0 a 12k
867162027164201,131,78,53,0,0 a 12k
867162026885160,132,78,54,0,0 a 12k
867162027449750,135,78,57,0,0 a 12k
867162026886119,150,78,72,0,0 a 12k
867162025632720,159,78,81,0,0 a 12k
867162027438225,245,78,167,0,0 a 12k
867162027455203,96,79,17,0,0 a 12k
867162027173186,101,79,22,0,0 a 12k
867162026852855,104,79,25,0,0 a 12k
867162026862136,110,79,31,0,0 a 12k
867162027433473,119,79,40,0,0 a 12k
867162025699604,136,79,57,0,0 a 12k
867162025664400,138,79,59,0,0 a 12k
867162027188614,139,79,60,0,0 a 12k
867162025607276,140,79,61,0,0 a 12k
867162026030924,140,79,61,0,0 a 12k
867162026017343,141,79,62,0,0 a 12k
867162027441302,141,79,62,0,0 a 12k
867162027517036,142,79,63,0,0 a 12k
867162025679283,144,79,65,0,0 a 12k
867162025597477,202,79,123,0,0 a 12k
867162025624735,216,79,137,0,0 a 12k
867162025689027,231,79,152,0,0 a 12k
867162025733627,109,80,29,0,0 a 12k
867162025665613,111,80,31,0,0 a 12k
867162027445865,115,80,35,0,0 a 12k
867162027447861,129,80,49,0,0 a 12k
867162025595828,131,80,51,0,0 a 12k
867162025659210,150,80,70,0,0 a 12k
867162025719113,152,80,72,0,0 a 12k
867162026071811,192,80,112,0,0 a 12k
867162025601170,209,80,129,0,0 a 12k
867162027172725,220,80,140,0,0 a 12k
867162026074088,250,80,170,0,0 a 12k
867162026033829,348,80,268,0,0 a 12k
867162025631649,110,81,29,0,0 a 12k
867162027455112,114,81,33,0,0 a 12k
867162027473586,119,81,38,0,0 a 12k
867162027438209,121,81,40,0,0 a 12k
867162025612805,122,81,41,0,0 a 12k
867162027483916,130,81,49,0,0 a 12k
867162025674680,146,81,65,0,0 a 12k
867162026060707,157,81,76,0,0 a 12k
867162027455534,160,81,79,0,0 a 12k
867162027536309,161,81,80,0,0 a 12k
867162027183573,178,81,97,0,0 a 12k
867162025697194,216,81,135,0,0 a 12k
867162027451467,261,81,180,0,0 a 12k
867162025736927,122,82,40,0,0 a 12k
867162027169291,126,82,44,0,0 a 12k
867162027484583,131,82,49,0,0 a 12k
867162025626920,132,82,50,0,0 a 12k
867162027207166,141,82,59,0,0 a 12k
867162026060087,150,82,68,0,0 a 12k
867162025611914,150,82,68,0,0 a 12k
867162027461854,161,82,79,0,0 a 12k
867162026011916,166,82,84,0,0 a 12k
867162026048165,185,82,103,0,0 a 12k
867162027187921,195,82,113,0,0 a 12k
867162027492065,216,82,134,0,0 a 12k
867162025615048,237,82,155,0,0 a 12k
867162026062885,293,82,211,0,0 a 12k
867162026009720,331,82,249,0,0 a 12k
867162025743428,104,83,21,0,0 a 12k
867162026079699,112,83,29,0,0 a 12k
867162027437300,116,83,33,0,0 a 12k
867162027435924,116,83,33,0,0 a 12k
867162025737164,128,83,45,0,0 a 12k
867162027207760,134,83,51,0,0 a 12k
867162027449800,137,83,54,0,0 a 12k
867162025734641,145,83,62,0,0 a 12k
867162025596727,145,83,62,0,0 a 12k
867162025691882,158,83,75,0,0 a 12k
867162026080879,161,83,78,0,0 a 12k
867162026893057,173,83,90,0,0 a 12k
867162027461912,203,83,120,0,0 a 12k
867162025634817,234,83,151,0,0 a 12k
867162025675919,109,84,25,0,0 a 12k
867162027207828,129,84,45,0,0 a 12k
867162025745787,138,84,54,0,0 a 12k
867162027212786,143,84,59,0,0 a 12k
867162025719519,144,84,60,0,0 a 12k
867162027426949,146,84,62,0,0 a 12k
867162027458595,160,84,76,0,0 a 12k
867162025592726,166,84,82,0,0 a 12k
867162026901355,169,84,85,0,0 a 12k
867162027450816,184,84,100,0,0 a 12k
867162025656984,187,84,103,0,0 a 12k
867162027195841,97,85,12,0,0 a 12k
867162027450824,111,85,26,0,0 a 12k
867162025594060,114,85,29,0,0 a 12k
867162025685652,132,85,47,0,0 a 12k
867162025632118,140,85,55,0,0 a 12k
867162025690025,154,85,69,0,0 a 12k
867162025626557,158,85,73,0,0 a 12k
867162026059402,158,85,73,0,0 a 12k
867162027209741,160,85,75,0,0 a 12k
867162025713942,173,85,88,0,0 a 12k
867162027455013,174,85,89,0,0 a 12k
867162027196963,178,85,93,0,0 a 12k
867162025703661,179,85,94,0,0 a 12k
867162027210285,180,85,95,0,0 a 12k
867162026860163,191,85,106,0,0 a 12k
867162026011619,194,85,109,0,0 a 12k
867162027460161,208,85,123,0,0 a 12k
867162027455773,212,85,127,0,0 a 12k
867162027459478,221,85,136,0,0 a 12k
867162025755885,227,85,142,0,0 a 12k
867162025721838,239,85,154,0,0 a 12k
867162026073825,107,86,21,0,0 a 12k
867162026911693,118,86,32,0,0 a 12k
867162026909648,130,86,44,0,0 a 12k
867162027179464,135,86,49,0,0 a 12k
867162025627738,135,86,49,0,0 a 12k
867162027196799,143,86,57,0,0 a 12k
867162025739582,163,86,77,0,0 a 12k
867162025668823,177,86,91,0,0 a 12k
867162025604612,182,86,96,0,0 a 12k
867162025598848,200,86,114,0,0 a 12k
867162027449149,226,86,140,0,0 a 12k
867162025722166,299,86,213,0,0 a 12k
867162027458231,115,87,28,0,0 a 12k
867162025704503,130,87,43,0,0 a 12k
867162027187046,142,87,55,0,0 a 12k
867162025605379,146,87,59,0,0 a 12k
867162026887315,153,87,66,0,0 a 12k
867162027169549,161,87,74,0,0 a 12k
867162027458355,162,87,75,0,0 a 12k
867162026025189,162,87,75,0,0 a 12k
867162027447614,167,87,80,0,0 a 12k
867162027475318,183,87,96,0,0 a 12k
867162025700642,185,87,98,0,0 a 12k
867162025746694,226,87,139,0,0 a 12k
867162025636903,238,87,151,0,0 a 12k
867162027447283,251,87,164,0,0 a 12k
867162025622937,277,87,190,0,0 a 12k
867162027426600,312,87,225,0,0 a 12k
867162027490309,88,88,0,0,0 a 12k
867162025687682,120,88,32,0,0 a 12k
867162026025601,123,88,35,0,0 a 12k
867162027204668,128,88,40,0,0 a 12k
867162026021659,130,88,42,0,0 a 12k
867162026067629,133,88,45,0,0 a 12k
867162027443985,134,88,46,0,0 a 12k
867162027446269,164,88,76,0,0 a 12k
867162025748872,180,88,92,0,0 a 12k
867162025726233,199,88,111,0,0 a 12k
867162027213065,222,88,134,0,0 a 12k
867162025603903,107,89,18,0,0 a 12k
867162025698960,119,89,30,0,0 a 12k
867162027453307,129,89,40,0,0 a 12k
867162026050732,132,89,43,0,0 a 12k
867162027449487,133,89,44,0,0 a 12k
867162025609538,138,89,49,0,0 a 12k
867162025684135,138,89,49,0,0 a 12k
867162025695669,154,89,65,0,0 a 12k
867162025661463,158,89,69,0,0 a 12k
867162025624636,188,89,99,0,0 a 12k
867162025655994,204,89,115,0,0 a 12k
867162026035295,228,89,139,0,0 a 12k
867162026922872,108,90,18,0,0 a 12k
867162026075861,123,90,33,0,0 a 12k
867162027459502,133,90,43,0,0 a 12k
867162027433416,134,90,44,0,0 a 12k
867162027180983,137,90,47,0,0 a 12k
867162027164268,146,90,56,0,0 a 12k
867162025718164,156,90,66,0,0 a 12k
867162027427590,157,90,67,0,0 a 12k
867162026037861,172,90,82,0,0 a 12k
867162025612227,183,90,93,0,0 a 12k
867162025753146,187,90,97,0,0 a 12k
867162025729310,195,90,105,0,0 a 12k
867162027179043,255,90,165,0,0 a 12k
867162027447341,260,90,170,0,0 a 12k
867162025597923,264,90,174,0,0 a 12k
867162027505759,130,91,39,0,0 a 12k
867162025594441,135,91,44,0,0 a 12k
867162026904318,137,91,46,0,0 a 12k
867162025735622,141,91,50,0,0 a 12k
867162026843474,147,91,56,0,0 a 12k
867162025715079,159,91,68,0,0 a 12k
867162027531466,168,91,77,0,0 a 12k
867162026048694,172,91,81,0,0 a 12k
867162027461367,180,91,89,0,0 a 12k
867162025743014,181,91,90,0,0 a 12k
867162025632647,182,91,91,0,0 a 12k
867162026893933,194,91,103,0,0 a 12k
867162027461813,229,91,138,0,0 a 12k
867162027178904,252,91,161,0,0 a 12k
867162025716614,271,91,180,0,0 a 12k
867162027539196,288,91,197,0,0 a 12k
867162027458918,305,91,214,0,0 a 12k
867162026059253,106,92,14,0,0 a 12k
867162027456417,113,92,21,0,0 a 12k
867162026847566,115,92,23,0,0 a 12k
867162026028738,126,92,34,0,0 a 12k
867162026051375,154,92,62,0,0 a 12k
867162025634429,163,92,71,0,0 a 12k
867162025710799,167,92,75,0,0 a 12k
867162025732314,167,92,75,0,0 a 12k
867162025717166,172,92,80,0,0 a 12k
867162027442045,183,92,91,0,0 a 12k
867162025727751,192,92,100,0,0 a 12k
867162025691544,200,92,108,0,0 a 12k
867162025618778,210,92,118,0,0 a 12k
867162025595471,233,92,141,0,0 a 12k
867162025715715,233,92,141,0,0 a 12k
867162025603614,269,92,177,0,0 a 12k
867162027463868,128,93,35,0,0 a 12k
867162027457068,133,93,40,0,0 a 12k
867162027504026,141,93,48,0,0 a 12k
867162026021980,145,93,52,0,0 a 12k
867162025658865,145,93,52,0,0 a 12k
867162025622697,145,93,52,0,0 a 12k
867162027449784,149,93,56,0,0 a 12k
867162027439058,153,93,60,0,0 a 12k
867162025663576,164,93,71,0,0 a 12k
867162025751322,175,93,82,0,0 a 12k
867162025669623,184,93,91,0,0 a 12k
867162027461763,186,93,93,0,0 a 12k
867162025609181,198,93,105,0,0 a 12k
867162026916205,220,93,127,0,0 a 12k
867162026056721,223,93,130,0,0 a 12k
867162026893156,280,93,187,0,0 a 12k
867162026010926,339,93,246,0,0 a 12k
867162026067611,114,94,20,0,0 a 12k
867162027169564,116,94,22,0,0 a 12k
867162027172923,128,94,34,0,0 a 12k
867162025704099,132,94,38,0,0 a 12k
867162026057570,146,94,52,0,0 a 12k
867162027457845,149,94,55,0,0 a 12k
867162025634460,157,94,63,0,0 a 12k
867162026867457,157,94,63,0,0 a 12k
867162027484377,160,94,66,0,0 a 12k
867162025632357,162,94,68,0,0 a 12k
867162026044958,168,94,74,0,0 a 12k
867162027427798,171,94,77,0,0 a 12k
867162025664129,182,94,88,0,0 a 12k
867162027447200,184,94,90,0,0 a 12k
867162027447044,190,94,96,0,0 a 12k
867162025720301,194,94,100,0,0 a 12k
867162025666827,225,94,131,0,0 a 12k
867162026073072,259,94,165,0,0 a 12k
867162025683558,280,94,186,0,0 a 12k
867162027480201,97,95,2,0,0 a 12k
867162027530930,114,95,19,0,0 a 12k
867162025702358,144,95,49,0,0 a 12k
867162026046128,146,95,51,0,0 a 12k
867162027540038,147,95,52,0,0 a 12k
867162026006171,150,95,55,0,0 a 12k
867162027529262,163,95,68,0,0 a 12k
867162025635129,164,95,69,0,0 a 12k
867162026028373,171,95,76,0,0 a 12k
867162027438928,183,95,88,0,0 a 12k
867162027445741,208,95,113,0,0 a 12k
867162025689654,223,95,128,0,0 a 12k
867162025691940,228,95,133,0,0 a 12k
867162025594144,230,95,135,0,0 a 12k
867162026021840,242,95,147,0,0 a 12k
867162026056630,249,95,154,0,0 a 12k
867162027188580,115,96,19,0,0 a 12k
867162027456185,148,96,52,0,0 a 12k
867162026905919,151,96,55,0,0 a 12k
867162026072439,167,96,71,0,0 a 12k
867162027451681,176,96,80,0,0 a 12k
867162025601998,181,96,85,0,0 a 12k
867162027181742,188,96,92,0,0 a 12k
867162025744582,190,96,94,0,0 a 12k
867162027530856,205,96,109,0,0 a 12k
867162025661356,129,97,32,0,0 a 12k
867162027462456,145,97,48,0,0 a 12k
867162026870147,146,97,49,0,0 a 12k
867162026866178,152,97,55,0,0 a 12k
867162027440411,158,97,61,0,0 a 12k
867162025611484,162,97,65,0,0 a 12k
867162025687823,165,97,68,0,0 a 12k
867162027188986,166,97,69,0,0 a 12k
867162026012500,181,97,84,0,0 a 12k
867162025715244,187,97,90,0,0 a 12k
867162027203793,199,97,102,0,0 a 12k
867162025616780,204,97,107,0,0 a 12k
867162025745068,209,97,112,0,0 a 12k
867162026886549,219,97,122,0,0 a 12k
867162026058883,242,97,145,0,0 a 12k
867162027453919,133,98,35,0,0 a 12k
867162027428937,150,98,52,0,0 a 12k
867162025592429,150,98,52,0,0 a 12k
867162025623992,161,98,63,0,0 a 12k
867162026041012,169,98,71,0,0 a 12k
867162027440312,171,98,73,0,0 a 12k
867162026893743,196,98,98,0,0 a 12k
867162025600644,258,98,160,0,0 a 12k
867162026884809,429,98,331,0,0 a 12k
867162025711524,479,98,381,0,0 a 12k
867162025706177,121,99,22,0,0 a 12k
867162027166479,129,99,30,0,0 a 12k
867162027440700,147,99,48,0,0 a 12k
867162026067652,170,99,71,0,0 a 12k
867162026065789,171,99,72,0,0 a 12k
867162025617556,183,99,84,0,0 a 12k
867162026048645,235,99,136,0,0 a 12k
867162025736919,245,99,146,0,0 a 12k
867162027198605,117,100,17,0,0 a 12k
867162025590514,125,100,25,0,0 a 12k
867162025739954,136,100,36,0,0 a 12k
867162027439629,152,100,52,0,0 a 12k
867162026843136,155,100,55,0,0 a 12k
867162025591843,155,100,55,0,0 a 12k
867162025684713,190,100,90,0,0 a 12k
867162027448786,212,100,112,0,0 a 12k
867162027515931,253,100,153,0,0 a 12k
867162027199363,268,100,168,0,0 a 12k
867162025623281,292,100,192,0,0 a 12k
867162025750167,115,101,14,0,0 a 12k
867162025748500,152,101,51,0,0 a 12k
867162027456623,162,101,61,0,0 a 12k
867162026883371,184,101,83,0,0 a 12k
867162025605551,186,101,85,0,0 a 12k
867162025603226,192,101,91,0,0 a 12k
867162026008011,195,101,94,0,0 a 12k
867162027482249,219,101,118,0,0 a 12k
867162025659103,273,101,172,0,0 a 12k
867162025695446,133,102,31,0,0 a 12k
867162025593708,134,102,32,0,0 a 12k
867162027441740,153,102,51,0,0 a 12k
867162027458801,155,102,53,0,0 a 12k
867162027166982,168,102,66,0,0 a 12k
867162025606633,177,102,75,0,0 a 12k
867162025614181,178,102,76,0,0 a 12k
867162025717489,182,102,80,0,0 a 12k
867162027184191,189,102,87,0,0 a 12k
867162025618539,197,102,95,0,0 a 12k
867162025623851,247,102,145,0,0 a 12k
867162027173087,286,102,184,0,0 a 12k
867162027454644,289,102,187,0,0 a 12k
867162025608241,338,102,236,0,0 a 12k
867162027457894,145,103,42,0,0 a 12k
867162025607078,155,103,52,0,0 a 12k
867162025620774,174,103,71,0,0 a 12k
867162026026260,181,103,78,0,0 a 12k
867162026075135,206,103,103,0,0 a 12k
867162025722901,207,103,104,0,0 a 12k
867162025719667,267,103,164,0,0 a 12k
867162027200781,135,104,31,0,0 a 12k
867162025654914,148,104,44,0,0 a 12k
867162025673021,160,104,56,0,0 a 12k
867162025627126,218,104,114,0,0 a 12k
867162027201326,219,104,115,0,0 a 12k
867162026006031,266,104,162,0,0 a 12k
867162025726548,269,104,165,0,0 a 12k
867162025717570,274,104,170,0,0 a 12k
867162027536820,127,105,22,0,0 a 12k
867162025634619,149,105,44,0,0 a 12k
867162027445725,152,105,47,0,0 a 12k
867162025729732,164,105,59,0,0 a 12k
867162026027730,213,105,108,0,0 a 12k
867162026065706,216,105,111,0,0 a 12k
867162027517317,218,105,113,0,0 a 12k
867162027469543,226,105,121,0,0 a 12k
867162026057216,252,105,147,0,0 a 12k
867162026891606,262,105,157,0,0 a 12k
867162026027474,285,105,180,0,0 a 12k
867162025625294,128,106,22,0,0 a 12k
867162025745597,154,106,48,0,0 a 12k
867162027427038,165,106,59,0,0 a 12k
867162026059832,171,106,65,0,0 a 12k
867162025753393,179,106,73,0,0 a 12k
867162025601006,182,106,76,0,0 a 12k
867162025629866,184,106,78,0,0 a 12k
867162026065037,198,106,92,0,0 a 12k
867162027206416,201,106,95,0,0 a 12k
867162025679911,206,106,100,0,0 a 12k
867162027446194,295,106,189,0,0 a 12k
867162026876169,187,107,80,0,0 a 12k
867162027463926,211,107,104,0,0 a 12k
867162027436559,231,107,124,0,0 a 12k
867162026914846,308,107,201,0,0 a 12k
867162027198761,130,108,22,0,0 a 12k
867162025682071,153,108,45,0,0 a 12k
867162025700956,155,108,47,0,0 a 12k
